,Temperature,Humidity,Wind Speed,Precipitation (%),col6,Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility,Location,Weather Type
315,32.7,27,32,22,57.2,clear,1022.36,13,Summer,9.5,coastal,Sunny
316,33.9,20,28,1,37.5,partly cloudy,1021.48,5,Summer,7.7,mountain,Sunny
317,16.8,28,11,14,15.2,clear,1012.33,12,Autumn,6.4,coastal,Sunny
318,2.9,89,10,74,49.4,partly cloudy,1010.11,1,Winter,5.1,coastal,Rainy
319,14.2,69,101,59,54.6,overcast,992.55,5,Spring,1.8,mountain,Rainy
320,7.9,86,32,69,41.2,overcast,1004.97,2,Autumn,4.5,coastal,Rainy
321,9.3,78,22,65,69.1,overcast,996.71,1,Spring,2.9,inland,Rainy
322,6.8,60,86,51,93.5,overcast,993.84,5,Winter,4.3,inland,Rainy
323,32.0,34,21,2,27.8,clear,1029.58,4,Summer,8.1,inland,Sunny
324,9.0,81,27,98,20.2,overcast,1009.46,2,Winter,2.4,mountain,Rainy
325,36.1,24,6,18,37.0,partly cloudy,1026.0,6,Summer,7.2,mountain,Sunny
326,40.2,20,29,6,18.8,clear,1017.13,6,Summer,8.0,mountain,Sunny
327,-0.6,83,75,65,62.9,partly cloudy,996.02,4,Winter,1.9,mountain,Rainy
328,4.8,77,66,77,54.0,overcast,994.92,2,Winter,5.3,mountain,Rainy
329,13.9,23,40,9,23.0,clear,1025.71,11,Winter,9.3,coastal,Sunny
330,9.0,89,14,81,35.7,overcast,997.85,5,Winter,4.0,coastal,Rainy
331,7.2,87,65,86,36.8,overcast,992.55,2,Autumn,5.2,inland,Rainy
332,9.1,71,47,97,69.6,overcast,995.75,4,Winter,3.9,mountain,Rainy
333,5.5,61,88,56,48.1,overcast,990.06,5,Autumn,2.1,inland,Rainy
334,42.2,47,26,14,26.2,clear,1019.76,11,Summer,9.3,mountain,Sunny
335,27.0,27,6,9,28.5,clear,1027.87,10,Spring,8.8,inland,Sunny
336,31.8,49,4,7,6.3,clear,1015.31,11,Summer,6.7,mountain,Sunny
337,37.8,20,19,16,38.9,partly cloudy,1013.99,10,Summer,6.7,coastal,Sunny
338,12.9,49,22,17,28.2,partly cloudy,1018.96,11,Winter,6.0,coastal,Sunny
339,22.1,24,40,8,41.7,clear,1029.35,10,Summer,9.4,inland,Sunny
340,5.0,73,22,87,65.5,overcast,990.17,3,Winter,1.2,mountain,Rainy
341,19.4,80,101,46,78.4,overcast,989.83,4,Summer,1.3,coastal,Rainy
342,23.1,42,19,8,56.3,clear,1020.29,6,Summer,6.1,mountain,Sunny
343,13.6,39,38,6,59.4,clear,1015.7,4,Autumn,6.1,inland,Sunny
344,38.3,32,17,13,26.3,clear,1014.8,12,Summer,8.5,inland,Sunny
345,11.6,26,25,4,33.4,clear,1026.56,11,Autumn,9.2,mountain,Sunny
346,2.8,60,9,83,87.3,overcast,1005.9,1,Winter,3.6,mountain,Rainy
347,12.0,24,36,0,6.5,clear,1010.89,8,Winter,9.2,coastal,Sunny
348,10.2,79,85,89,52.8,partly cloudy,1007.46,3,Autumn,2.8,coastal,Rainy
349,17.9,80,17,89,105.2,overcast,997.39,0,Summer,2.0,coastal,Rainy
350,29.9,87,63,76,34.3,partly cloudy,1001.5,4,Summer,5.2,inland,Rainy
351,6.3,43,35,7,43.6,clear,1018.46,12,Winter,8.8,inland,Sunny
352,10.1,67,76,40,74.1,overcast,1002.5,3,Autumn,3.1,mountain,Rainy
353,9.8,33,14,2,10.1,clear,1013.87,6,Winter,9.5,coastal,Sunny
354,20.1,21,40,24,48.7,clear,1014.6,12,Autumn,6.5,coastal,Sunny
355,5.6,74,105,54,73.6,overcast,1004.22,3,Spring,5.3,coastal,Rainy
356,8.4,78,18,60,89.3,overcast,1002.61,4,Winter,3.5,mountain,Rainy
357,0.5,85,23,70,86.3,partly cloudy,1003.48,1,Winter,2.8,coastal,Rainy
358,7.6,95,100,74,105.5,partly cloudy,991.13,5,Winter,5.1,mountain,Rainy
359,13.1,64,52,52,34.8,overcast,996.4,3,Spring,1.0,mountain,Rainy
360,26.0,21,34,5,58.2,clear,1016.58,11,Summer,6.9,inland,Sunny
361,6.5,72,47,60,55.8,overcast,1010.81,4,Autumn,1.6,coastal,Rainy
362,4.7,69,101,85,91.2,overcast,990.91,4,Winter,4.9,mountain,Rainy
363,9.5,55,31,0,25.4,partly cloudy,1020.57,8,Winter,9.3,inland,Sunny
364,3.3,63,72,42,59.3,overcast,1000.08,1,Autumn,1.8,coastal,Rainy
365,7.4,89,76,56,70.1,overcast,997.54,4,Winter,4.9,mountain,Rainy
366,1.7,61,27,93,43.6,overcast,1000.11,0,Winter,3.8,coastal,Rainy
367,7.2,74,77,98,71.9,overcast,992.02,2,Winter,1.8,coastal,Rainy
368,-2.6,85,74,56,75.4,partly cloudy,999.46,1,Winter,2.4,mountain,Rainy
369,27.1,35,5,24,26.3,clear,1033.89,8,Summer,6.4,coastal,Sunny
370,13.5,89,102,40,25.9,overcast,991.39,1,Autumn,3.0,mountain,Rainy
371,7.8,65,14,65,60.9,overcast,994.54,0,Autumn,5.5,inland,Rainy
372,11.7,74,85,42,83.1,partly cloudy,992.23,5,Spring,2.4,coastal,Rainy
373,32.7,20,37,7,21.5,clear,1033.49,12,Summer,7.3,mountain,Sunny
374,13.0,94,8,54,69.7,overcast,1004.07,4,Spring,1.8,mountain,Rainy
375,7.0,63,52,90,30.2,partly cloudy,1010.4,0,Winter,4.3,mountain,Rainy
376,13.7,62,95,43,101.2,overcast,996.8,3,Autumn,2.9,mountain,Rainy
377,9.7,82,67,56,35.8,overcast,1009.85,3,Autumn,4.6,mountain,Rainy
378,24.3,65,41,51,31.0,partly cloudy,998.23,1,Summer,3.2,mountain,Rainy
379,3.1,72,71,76,67.4,overcast,992.45,5,Autumn,4.3,inland,Rainy
380,2.1,41,7,3,52.6,clear,1031.73,5,Winter,9.8,coastal,Sunny
381,25.6,29,12,3,7.1,partly cloudy,1033.44,5,Summer,7.2,inland,Sunny
382,19.0,29,6,5,59.3,partly cloudy,1014.64,7,Spring,8.8,inland,Sunny
383,8.4,70,93,91,50.3,overcast,1005.82,5,Winter,4.7,coastal,Rainy
384,8.1,94,54,96,77.3,overcast,999.69,3,Winter,2.7,coastal,Rainy
385,3.3,75,75,77,23.4,overcast,1000.86,2,Autumn,4.3,mountain,Rainy
386,32.3,41,35,14,42.9,clear,1016.22,4,Summer,9.8,mountain,Sunny
387,-1.1,69,31,77,81.5,overcast,1002.75,4,Winter,2.1,coastal,Rainy
388,40.2,55,15,8,54.6,clear,1014.53,8,Summer,9.1,inland,Sunny
389,10.0,73,84,85,102.8,overcast,1000.61,3,Autumn,1.6,coastal,Rainy
390,2.7,79,74,95,91.3,overcast,1011.3,0,Winter,5.4,inland,Rainy
391,11.8,31,35,11,8.3,partly cloudy,1015.67,4,Autumn,9.2,coastal,Sunny
392,16.0,34,4,8,35.8,clear,1009.96,5,Spring,7.1,mountain,Sunny
393,13.9,29,34,15,42.9,clear,1033.69,4,Spring,8.1,coastal,Sunny
394,25.1,25,28,21,33.2,clear,1013.38,7,Spring,6.8,inland,Sunny
395,25.9,60,9,92,27.6,partly cloudy,1010.52,2,Summer,3.6,mountain,Rainy
396,5.8,95,65,86,65.2,partly cloudy,991.22,0,Winter,5.4,inland,Rainy
397,2.2,68,12,45,82.3,overcast,1004.99,0,Winter,3.3,inland,Rainy
398,6.4,90,75,78,67.6,overcast,999.32,0,Winter,1.1,inland,Rainy
399,6.5,90,62,67,20.1,overcast,997.38,2,Autumn,2.6,inland,Rainy
400,3.4,74,61,64,105.4,clear,993.01,1,Winter,4.9,coastal,Rainy
401,15.7,27,21,0,10.4,partly cloudy,1030.05,8,Spring,7.2,coastal,Sunny
402,13.2,53,15,25,37.6,partly cloudy,1023.7,4,Spring,6.4,inland,Sunny
403,17.0,69,23,81,71.2,overcast,1010.43,3,Summer,4.8,mountain,Rainy
404,28.5,43,4,23,9.7,clear,1024.34,12,Summer,7.9,mountain,Sunny
405,8.2,92,52,83,68.1,overcast,993.45,2,Autumn,1.5,coastal,Rainy
406,13.2,30,19,2,55.0,clear,1008.66,9,Autumn,9.2,mountain,Sunny
407,4.9,95,6,44,25.0,partly cloudy,1011.72,3,Winter,1.5,mountain,Rainy
408,6.9,95,66,98,48.6,overcast,1002.69,2,Winter,2.1,inland,Rainy
409,-1.7,95,45,73,83.2,overcast,1006.3,5,Winter,3.2,inland,Rainy
410,33.0,46,37,6,40.5,partly cloudy,1011.47,7,Summer,8.5,mountain,Sunny
411,3.4,85,43,55,80.5,overcast,1003.45,5,Autumn,4.1,inland,Rainy
412,0.6,85,54,99,67.4,overcast,1007.88,1,Winter,2.7,coastal,Rainy
413,26.8,54,34,12,37.6,partly cloudy,1031.77,7,Summer,6.6,inland,Sunny
414,12.3,93,107,78,52.9,partly cloudy,1000.08,0,Spring,1.9,coastal,Rainy
415,34.4,30,20,21,25.0,partly cloudy,1015.04,5,Summer,6.4,inland,Sunny
416,5.5,83,61,90,63.0,overcast,1006.81,0,Spring,5.4,inland,Rainy
417,4.1,95,17,58,97.9,partly cloudy,1007.71,3,Autumn,5.2,inland,Rainy
418,21.5,32,2,18,10.7,clear,1019.51,10,Spring,8.9,coastal,Sunny
419,16.8,71,31,71,92.2,overcast,1003.33,0,Spring,1.5,mountain,Rainy
420,13.3,40,1,19,50.4,partly cloudy,1008.88,13,Winter,6.9,coastal,Sunny
421,40.5,47,19,0,5.7,clear,1021.35,12,Summer,6.0,mountain,Sunny
422,2.9,62,31,83,72.0,partly cloudy,997.7,1,Winter,3.9,coastal,Rainy
423,25.8,43,20,23,45.6,clear,1018.15,12,Spring,7.1,mountain,Sunny
424,12.7,38,28,23,45.4,partly cloudy,1016.59,8,Autumn,9.0,inland,Sunny
425,11.0,86,30,60,28.0,overcast,997.95,1,Autumn,3.8,inland,Rainy
426,-0.7,93,13,42,98.0,overcast,996.52,1,Winter,1.7,mountain,Rainy
427,14.7,52,19,5,23.1,clear,1028.83,8,Spring,8.4,coastal,Sunny
428,31.5,40,27,12,39.8,overcast,1025.06,6,Summer,6.8,mountain,Sunny
429,39.0,28,20,17,56.8,clear,1033.66,7,Summer,8.0,mountain,Sunny
430,32.7,54,27,19,6.8,clear,1028.04,13,Summer,8.6,mountain,Sunny
431,29.9,54,30,3,43.2,clear,1012.86,10,Summer,7.8,coastal,Sunny
432,15.1,81,11,85,44.8,partly cloudy,999.54,2,Autumn,4.5,mountain,Rainy
433,24.7,21,14,19,38.4,partly cloudy,1034.44,11,Summer,8.6,inland,Sunny
434,5.6,63,79,68,55.7,overcast,1006.29,1,Spring,4.7,coastal,Rainy
435,10.2,68,78,96,87.9,overcast,998.71,5,Autumn,4.6,mountain,Rainy
436,10.5,71,48,88,53.1,overcast,1000.9,5,Autumn,4.3,inland,Rainy
437,38.9,48,12,16,12.8,partly cloudy,1022.15,12,Summer,7.2,mountain,Sunny
438,9.5,66,94,61,24.7,overcast,1001.27,5,Autumn,2.7,mountain,Rainy
439,37.6,33,12,13,48.5,clear,1013.02,8,Summer,8.7,inland,Sunny
440,42.0,54,19,0,59.9,clear,1013.87,6,Summer,6.8,mountain,Sunny
441,33.4,28,4,13,19.4,clear,1019.49,4,Summer,8.2,inland,Sunny
442,4.5,69,20,72,55.6,partly cloudy,996.05,1,Winter,3.9,coastal,Rainy
443,36.9,26,22,3,32.7,overcast,1028.7,13,Summer,7.3,mountain,Sunny
444,32.9,35,29,24,22.4,clear,1011.3,11,Summer,8.4,coastal,Sunny
445,12.6,83,101,92,23.5,overcast,1010.76,5,Autumn,5.5,inland,Rainy
446,27.6,46,22,5,55.5,partly cloudy,1019.84,9,Summer,8.3,coastal,Sunny
447,9.3,32,3,5,48.3,partly cloudy,1020.25,12,Winter,9.2,inland,Sunny
448,12.3,55,36,1,42.7,clear,1021.26,11,Spring,9.3,inland,Sunny
449,13.1,46,18,1,38.1,clear,1019.37,10,Autumn,8.3,coastal,Sunny
450,41.0,55,8,20,21.1,clear,1032.95,9,Summer,9.8,coastal,Sunny
451,6.5,72,49,42,106.1,overcast,996.87,3,Autumn,4.6,inland,Rainy
452,16.0,80,69,96,72.1,partly cloudy,993.6,3,Autumn,4.8,inland,Rainy
453,17.5,31,30,1,13.2,clear,1030.29,7,Autumn,6.9,coastal,Sunny
454,18.1,49,32,18,46.1,partly cloudy,1034.59,10,Spring,9.4,inland,Sunny
455,3.9,77,30,43,106.6,clear,1003.44,1,Autumn,1.6,mountain,Rainy
456,14.7,34,13,5,23.3,clear,1028.68,4,Spring,8.4,coastal,Sunny
457,1.3,84,30,72,94.1,partly cloudy,996.51,3,Winter,2.1,coastal,Rainy
458,15.7,63,94,86,37.6,overcast,1005.12,0,Autumn,1.6,coastal,Rainy
459,4.3,80,81,89,44.8,overcast,1009.11,5,Winter,5.3,mountain,Rainy
460,9.2,61,97,63,55.4,partly cloudy,1004.78,0,Winter,4.5,coastal,Rainy
461,25.7,88,105,56,87.6,clear,993.88,4,Summer,2.4,coastal,Rainy
462,33.1,34,8,4,18.4,clear,1009.95,11,Summer,9.4,inland,Sunny
463,42.4,33,37,21,49.3,clear,1025.5,6,Summer,7.4,mountain,Sunny
464,15.8,74,81,59,33.2,overcast,1001.64,5,Autumn,1.6,coastal,Rainy
465,7.7,64,75,71,36.0,overcast,999.1,3,Winter,4.9,inland,Rainy
466,19.1,29,11,22,14.0,clear,1008.18,6,Spring,9.1,inland,Sunny
467,22.1,33,29,4,46.1,partly cloudy,1026.58,13,Summer,6.5,mountain,Sunny
468,12.7,46,8,1,20.7,clear,1013.68,4,Spring,6.8,inland,Sunny
469,18.7,41,37,9,12.2,clear,1034.45,11,Spring,9.1,mountain,Sunny
470,29.7,26,13,12,56.8,clear,1019.74,11,Summer,7.8,coastal,Sunny
471,1.5,62,89,40,106.4,partly cloudy,1007.82,3,Winter,5.0,coastal,Rainy
472,8.2,91,48,100,100.3,overcast,992.09,3,Autumn,1.0,inland,Rainy
473,27.9,28,12,1,26.0,partly cloudy,1015.92,5,Summer,8.7,coastal,Sunny
474,22.2,30,38,4,8.6,overcast,1031.85,7,Spring,8.2,inland,Sunny
475,8.3,24,33,6,31.2,clear,1026.69,11,Autumn,9.0,coastal,Sunny
476,14.7,89,54,43,91.5,overcast,1006.2,1,Autumn,4.1,mountain,Rainy
477,8.2,68,83,81,85.7,clear,1007.69,5,Autumn,3.9,mountain,Rainy
478,1.9,80,90,40,40.6,partly cloudy,989.67,2,Winter,2.5,inland,Rainy
479,36.0,41,20,24,55.6,clear,1022.34,13,Summer,6.4,mountain,Sunny
480,26.0,40,18,12,59.8,partly cloudy,1010.87,12,Spring,9.2,coastal,Sunny
481,22.8,22,32,3,16.7,clear,1026.6,4,Spring,7.0,inland,Sunny
482,18.9,41,22,0,10.9,clear,1019.11,11,Spring,7.7,coastal,Sunny
483,14.8,43,3,10,30.4,partly cloudy,1031.53,13,Spring,8.6,coastal,Sunny
484,6.5,40,33,25,45.7,clear,1020.35,9,Winter,8.8,inland,Sunny
485,22.0,32,21,6,6.7,clear,1016.42,6,Spring,9.8,inland,Sunny
486,1.5,80,86,61,70.0,partly cloudy,988.55,3,Winter,1.0,coastal,Rainy
487,18.4,44,24,16,55.4,partly cloudy,1033.67,12,Spring,8.8,coastal,Sunny
488,28.6,55,9,10,39.4,clear,1028.16,6,Summer,8.6,inland,Sunny
489,12.5,74,22,76,36.3,overcast,1002.78,5,Autumn,4.5,inland,Rainy
490,7.0,74,67,100,82.3,overcast,989.32,4,Autumn,4.6,mountain,Rainy
491,8.1,80,90,100,86.2,partly cloudy,993.47,3,Winter,3.7,mountain,Rainy
492,6.8,66,60,50,66.2,overcast,1002.36,2,Spring,5.2,coastal,Rainy
493,15.3,51,2,10,53.8,partly cloudy,1027.53,9,Spring,8.4,inland,Sunny
494,3.1,63,60,52,57.3,partly cloudy,998.81,1,Winter,2.8,inland,Rainy
495,25.0,47,4,22,58.9,clear,1033.75,9,Spring,7.6,inland,Sunny
496,-1.3,63,15,81,93.6,overcast,991.47,2,Winter,1.9,mountain,Rainy
497,6.6,38,21,25,38.4,partly cloudy,1027.12,12,Winter,7.8,coastal,Sunny
498,20.1,50,3,18,41.1,clear,1023.53,8,Spring,8.5,coastal,Sunny
499,-2.9,63,28,64,98.5,overcast,992.84,0,Winter,1.4,coastal,Rainy
500,4.8,73,44,55,49.7,overcast,1009.13,4,Winter,1.1,coastal,Rainy
501,6.8,66,96,84,31.4,overcast,1005.65,3,Autumn,2.4,coastal,Rainy
502,10.8,48,12,22,45.9,partly cloudy,1015.08,9,Autumn,8.7,coastal,Sunny
503,3.5,87,41,44,30.9,overcast,1002.17,5,Winter,2.0,mountain,Rainy
504,23.6,27,19,10,10.9,clear,1016.63,6,Summer,7.9,inland,Sunny
505,8.4,87,106,46,66.3,overcast,988.32,3,Spring,4.0,mountain,Rainy
506,10.0,90,58,60,58.9,overcast,1008.56,4,Spring,4.6,coastal,Rainy
507,17.1,31,36,20,47.8,clear,1023.44,9,Spring,9.8,coastal,Sunny
508,34.0,34,26,2,59.2,clear,1013.51,11,Summer,8.7,coastal,Sunny
509,11.7,69,33,44,66.4,overcast,989.53,2,Spring,1.6,coastal,Rainy
510,6.0,80,6,86,68.3,overcast,1011.61,4,Spring,1.2,mountain,Rainy
511,15.3,93,20,44,56.7,partly cloudy,994.16,0,Spring,3.3,coastal,Rainy
512,17.9,79,82,79,94.6,partly cloudy,989.82,5,Summer,3.5,mountain,Rainy
513,8.0,62,55,64,105.3,overcast,1009.86,3,Autumn,4.0,mountain,Rainy
514,6.1,32,32,2,7.4,partly cloudy,1012.26,12,Winter,6.2,coastal,Sunny
515,13.0,38,19,22,54.9,clear,1032.77,8,Spring,8.6,mountain,Sunny
516,13.0,27,6,17,33.5,clear,1012.66,9,Autumn,9.4,inland,Sunny
517,1.2,86,9,42,104.3,overcast,1006.66,2,Winter,5.5,inland,Rainy
518,11.6,85,87,79,91.3,overcast,1004.14,3,Autumn,4.3,mountain,Rainy
519,28.3,64,84,41,103.8,overcast,989.06,0,Summer,4.1,inland,Rainy
520,8.9,60,22,100,22.6,partly cloudy,1001.21,0,Winter,4.0,inland,Rainy
521,8.2,94,66,96,50.6,overcast,1000.91,4,Autumn,1.8,inland,Rainy
522,13.4,31,8,1,59.6,clear,1031.37,4,Autumn,9.6,coastal,Sunny
523,6.2,94,32,51,44.4,partly cloudy,1001.86,3,Winter,4.9,inland,Rainy
524,7.5,94,75,84,44.3,overcast,1011.31,3,Winter,2.0,mountain,Rainy
525,-2.3,80,46,47,96.6,overcast,1000.86,2,Winter,5.0,coastal,Rainy
526,36.1,26,11,7,5.7,clear,1023.97,7,Summer,6.8,coastal,Sunny
527,31.8,53,5,0,48.0,clear,1013.42,8,Summer,7.7,mountain,Sunny
528,4.0,63,44,100,34.8,overcast,1010.52,3,Autumn,1.8,coastal,Rainy
529,4.3,73,107,81,45.6,overcast,989.53,2,Winter,3.5,mountain,Rainy
530,41.7,40,16,0,20.3,partly cloudy,1028.26,9,Summer,9.9,mountain,Sunny
531,19.0,54,19,15,23.7,clear,1017.12,6,Autumn,8.5,inland,Sunny
532,31.7,37,34,20,41.3,partly cloudy,1018.78,5,Summer,8.7,coastal,Sunny
533,25.5,24,29,0,30.7,partly cloudy,1020.03,6,Spring,9.5,coastal,Sunny
534,41.8,43,9,9,28.9,clear,1016.23,6,Summer,6.3,inland,Sunny
535,0.2,69,103,75,73.0,partly cloudy,992.58,1,Winter,3.6,coastal,Rainy
536,31.8,54,30,15,22.1,clear,1019.36,7,Summer,6.4,coastal,Sunny
537,15.1,34,5,3,17.0,clear,1018.32,9,Spring,8.5,inland,Sunny
538,9.3,87,60,74,20.6,overcast,1003.53,2,Autumn,2.2,mountain,Rainy
539,14.7,79,91,52,103.7,partly cloudy,991.56,1,Autumn,2.5,inland,Rainy
540,11.5,21,3,21,7.6,clear,1033.82,5,Autumn,8.0,inland,Sunny
541,5.5,37,17,17,23.7,clear,1033.23,5,Winter,9.0,inland,Sunny
542,14.8,32,8,14,37.4,clear,1009.59,11,Autumn,9.6,inland,Sunny
543,36.1,53,26,4,6.9,partly cloudy,1014.56,10,Summer,7.9,inland,Sunny
544,6.2,62,66,79,62.4,overcast,1006.52,1,Spring,2.1,coastal,Rainy
545,35.4,49,17,18,22.7,clear,1011.44,8,Summer,8.4,inland,Sunny
546,25.6,28,38,16,42.0,partly cloudy,1031.57,12,Summer,8.3,mountain,Sunny
547,3.0,95,47,77,40.8,overcast,1010.36,3,Winter,3.9,inland,Rainy
548,15.8,90,102,69,37.1,overcast,988.63,5,Autumn,1.7,coastal,Rainy
549,0.1,68,8,73,56.2,partly cloudy,1005.77,5,Winter,2.6,mountain,Rainy
550,10.7,43,37,25,14.5,clear,1021.23,12,Autumn,6.1,coastal,Sunny
551,10.3,76,100,70,51.1,clear,999.16,5,Spring,5.4,mountain,Rainy
552,7.1,67,96,51,48.1,overcast,1005.16,1,Autumn,5.0,mountain,Rainy
553,2.7,72,9,54,66.2,overcast,988.57,1,Winter,3.0,mountain,Rainy
554,39.5,38,18,16,56.3,clear,1014.73,4,Summer,8.8,mountain,Sunny
555,35.8,28,17,11,8.9,clear,1013.68,10,Summer,8.6,mountain,Sunny
556,13.9,84,55,91,95.0,overcast,991.05,2,Spring,3.7,inland,Rainy
557,5.2,62,45,79,97.0,overcast,991.47,5,Autumn,2.3,mountain,Rainy
558,7.0,71,24,76,96.0,partly cloudy,1011.98,5,Autumn,5.0,mountain,Rainy
559,20.0,35,17,1,54.4,clear,1018.28,11,Spring,6.4,coastal,Sunny
560,10.2,68,10,92,33.9,overcast,1007.73,4,Autumn,3.5,inland,Rainy
561,4.9,67,5,62,93.0,overcast,1011.85,0,Winter,1.4,inland,Rainy
562,19.5,53,12,21,42.5,clear,1023.79,9,Autumn,7.7,mountain,Sunny
563,20.5,38,3,9,25.5,clear,1024.4,5,Autumn,7.8,inland,Sunny
564,14.6,88,91,50,62.8,partly cloudy,993.27,4,Autumn,1.1,mountain,Rainy
565,29.4,26,26,23,58.3,clear,1019.28,6,Summer,6.1,inland,Sunny
566,24.8,33,7,0,15.7,partly cloudy,1030.46,8,Spring,6.2,inland,Sunny
567,18.6,70,60,59,93.9,overcast,991.39,0,Summer,1.1,mountain,Rainy
568,8.8,73,56,49,102.0,overcast,1002.23,1,Autumn,3.4,inland,Rainy
569,14.6,73,50,50,44.9,overcast,1003.4,0,Autumn,3.7,coastal,Rainy
570,30.5,43,19,4,7.7,clear,1030.83,5,Summer,8.0,inland,Sunny
571,11.3,95,100,64,75.3,overcast,988.54,5,Spring,2.8,inland,Rainy
572,24.2,37,7,0,19.2,clear,1034.46,6,Spring,8.9,mountain,Sunny
573,9.3,31,32,9,19.1,partly cloudy,1008.28,12,Winter,6.2,mountain,Sunny
574,36.4,29,34,0,17.2,partly cloudy,1029.21,7,Summer,7.0,mountain,Sunny
575,41.5,35,3,7,55.1,clear,1033.03,4,Summer,7.6,inland,Sunny
576,34.9,30,23,13,7.1,clear,1023.24,4,Summer,6.3,coastal,Sunny
577,3.5,78,72,97,101.8,partly cloudy,999.06,3,Autumn,4.1,inland,Rainy
578,19.7,33,11,2,59.9,clear,1031.51,7,Spring,9.4,mountain,Sunny
579,19.3,28,12,22,9.7,clear,1026.86,13,Spring,6.8,inland,Sunny
580,4.1,78,28,48,98.5,overcast,995.62,0,Autumn,2.7,mountain,Rainy
581,8.9,83,32,78,41.5,partly cloudy,988.03,5,Winter,1.0,inland,Rainy
582,6.8,95,6,76,73.0,partly cloudy,992.23,3,Spring,2.3,inland,Rainy
583,0.8,88,69,57,55.7,overcast,1005.02,1,Winter,2.8,coastal,Rainy
584,27.3,45,32,8,48.5,clear,1013.72,13,Summer,9.4,inland,Sunny
585,18.1,53,10,0,36.7,partly cloudy,1028.17,11,Spring,8.7,inland,Sunny
586,3.2,73,24,64,41.2,overcast,1004.75,4,Winter,4.0,coastal,Rainy
587,4.2,34,22,12,11.8,clear,1011.81,6,Winter,6.3,inland,Sunny
588,17.9,30,5,10,52.3,clear,1022.51,4,Autumn,6.2,inland,Sunny
589,11.5,27,25,14,35.9,clear,1013.63,6,Autumn,8.3,coastal,Sunny
590,39.6,22,2,5,36.3,clear,1016.95,13,Summer,9.8,coastal,Sunny
591,9.6,46,3,10,56.9,overcast,1012.56,8,Autumn,8.8,coastal,Sunny
592,24.3,50,2,24,15.2,clear,1018.34,8,Summer,7.9,inland,Sunny
593,19.7,46,5,17,26.1,clear,1012.54,9,Autumn,6.5,mountain,Sunny
594,6.3,45,3,8,12.3,clear,1019.1,9,Winter,10.0,mountain,Sunny
595,12.9,68,107,100,86.3,overcast,998.24,3,Autumn,1.7,mountain,Rainy
596,2.9,95,64,58,62.4,overcast,995.11,2,Winter,4.3,mountain,Rainy
597,12.0,61,95,88,36.1,overcast,990.96,0,Spring,3.2,coastal,Rainy
598,-2.8,68,92,54,61.8,partly cloudy,990.76,0,Winter,5.4,inland,Rainy
599,9.1,81,41,73,26.4,overcast,1001.77,2,Winter,5.4,coastal,Rainy
600,-2.5,87,107,76,51.0,overcast,994.15,1,Winter,5.0,coastal,Rainy
601,19.4,41,22,13,50.3,clear,1017.05,13,Autumn,9.4,inland,Sunny
602,21.2,61,67,44,55.1,overcast,1011.06,3,Summer,4.4,mountain,Rainy
603,10.0,66,89,85,23.8,overcast,989.01,2,Autumn,2.8,coastal,Rainy
604,9.9,41,31,15,45.0,clear,1020.66,8,Autumn,9.7,inland,Sunny
605,42.6,28,29,7,24.2,clear,1027.32,11,Summer,6.1,inland,Sunny
606,25.7,32,40,2,54.5,clear,1019.01,9,Spring,8.1,coastal,Sunny
607,26.0,37,8,21,40.7,partly cloudy,1018.3,13,Spring,6.6,mountain,Sunny
608,-0.9,79,21,97,83.0,partly cloudy,1005.26,1,Winter,4.6,inland,Rainy
609,10.8,73,16,60,102.1,overcast,989.42,5,Autumn,2.7,coastal,Rainy
610,-0.2,71,87,66,91.8,partly cloudy,992.57,0,Winter,4.9,coastal,Rainy
611,22.1,20,3,24,43.5,clear,1017.01,7,Summer,6.0,coastal,Sunny
612,31.1,43,5,24,11.9,partly cloudy,1024.27,11,Summer,9.8,coastal,Sunny
613,34.8,23,34,7,5.9,partly cloudy,1017.31,10,Summer,6.1,inland,Sunny
614,9.3,81,16,60,94.3,overcast,1001.93,0,Autumn,4.6,mountain,Rainy
615,7.2,95,45,48,24.1,partly cloudy,999.02,0,Spring,1.4,mountain,Rainy
616,41.9,35,18,21,23.0,partly cloudy,1018.77,13,Summer,7.2,mountain,Sunny
617,28.0,50,9,6,35.3,clear,1024.24,10,Spring,9.2,coastal,Sunny
618,23.6,55,11,25,37.5,overcast,1011.92,10,Spring,7.8,inland,Sunny
619,12.1,80,32,99,60.3,overcast,1011.23,3,Autumn,1.1,coastal,Rainy
620,2.3,67,101,41,58.2,overcast,995.26,0,Winter,5.3,inland,Rainy
621,3.9,81,90,51,92.4,clear,1001.12,1,Autumn,1.6,inland,Rainy
622,29.6,32,30,19,39.2,clear,1015.64,12,Summer,6.7,mountain,Sunny
623,39.1,27,33,21,22.4,partly cloudy,1028.29,13,Summer,6.1,inland,Sunny
624,41.2,43,37,17,44.4,clear,1021.72,7,Summer,8.9,inland,Sunny
625,1.0,80,37,40,32.2,overcast,989.75,5,Winter,1.4,coastal,Rainy
626,7.2,80,18,66,95.3,overcast,1009.02,2,Winter,4.8,mountain,Rainy
627,22.6,28,5,7,45.7,clear,1025.53,5,Spring,9.6,mountain,Sunny
628,3.4,20,11,10,27.2,overcast,1017.52,11,Winter,6.2,mountain,Sunny
629,5.8,85,88,54,25.2,overcast,999.93,3,Winter,1.9,inland,Rainy
